age,workclass,education-num,occupation,race,sex,capital-gain,capital-loss,hours-per-week,income_50k
40,Private,10,Prof-specialty,White,Female,0,0,40,0
61,Self-emp-not-inc,9,Farming-fishing,White,Female,22040,0,40,0
45,Private,5,Handlers-cleaners,Asian-Pac-Islander,Male,0,0,40,0
45,Private,9,Adm-clerical,White,Female,0,0,38,0
74,Private,9,Transport-moving,White,Male,0,0,10,0
40,Private,10,Sales,Black,Female,0,0,40,0
49,?,8,?,Black,Male,0,0,40,0
67,Private,9,Sales,White,Male,0,0,30,0
19,Self-emp-not-inc,10,Transport-moving,White,Male,0,0,30,0
32,Private,13,Tech-support,White,Female,0,0,72,0
40,Private,7,Adm-clerical,White,Female,0,0,40,0
33,Private,9,Adm-clerical,White,Female,0,1590,50,0
22,Private,9,Sales,White,Female,0,0,20,0
26,Private,13,Other-service,White,Male,0,0,40,0
36,Private,10,Sales,White,Female,0,0,40,0
35,Self-emp-not-inc,10,Craft-repair,Amer-Indian-Eskimo,Male,0,0,60,0
42,Private,12,Prof-specialty,White,Male,0,0,50,0
20,?,10,?,White,Male,0,0,40,0
43,Private,4,Other-service,White,Female,0,0,38,0
61,Self-emp-inc,9,Craft-repair,White,Male,0,0,40,0
30,Private,9,Sales,White,Female,0,0,40,0
63,Private,10,Prof-specialty,White,Male,0,0,50,0
24,Self-emp-not-inc,7,Prof-specialty,White,Female,0,0,3,0
33,Self-emp-inc,10,Exec-managerial,White,Female,0,0,60,0
49,Self-emp-not-inc,9,Farming-fishing,White,Male,0,0,60,0
19,Private,9,Other-service,White,Female,0,0,40,0
39,Private,9,Other-service,Black,Female,5455,0,40,0
56,Private,4,Craft-repair,White,Male,0,0,26,0
53,Private,10,Prof-specialty,White,Male,0,1590,50,0
17,,7,,White,Female,0,0,45,0
54,Private,10,Tech-support,White,Male,0,0,40,0
67,Self-emp-not-inc,9,Adm-clerical,White,Female,0,0,2,0
36,Private,9,Machine-op-inspct,White,Male,0,0,40,0
30,,4,,White,Male,0,0,40,0
52,Private,3,Farming-fishing,White,Male,0,0,40,0
35,Federal-gov,13,Exec-managerial,White,Male,0,0,40,0
61,Private,13,Priv-house-serv,White,Female,0,0,12,0
30,Private,9,Adm-clerical,White,Male,0,0,60,0
58,Local-gov,3,Other-service,Black,Female,0,0,40,0
47,Private,7,Craft-repair,White,Male,0,0,8,0
48,Private,13,Exec-managerial,White,Male,0,0,47,0
90,?,9,?,White,Female,0,4356,40,0
27,Private,9,Tech-support,White,Male,0,0,45,0
64,Self-emp-inc,6,Transport-moving,White,Male,0,0,50,0
29,Private,13,Sales,White,Male,0,0,50,0
40,State-gov,15,Prof-specialty,White,Female,0,0,40,0
30,State-gov,14,Prof-specialty,Asian-Pac-Islander,Male,0,0,17,0
35,Private,14,Sales,White,Male,0,0,60,0
43,Private,10,Adm-clerical,White,Female,0,0,40,0
18,Private,7,Exec-managerial,White,Female,0,0,25,0
60,Private,9,Adm-clerical,Black,Female,0,0,38,0
39,Private,10,Sales,White,Male,0,0,41,0
35,Private,9,Craft-repair,White,Female,0,0,48,0
23,Private,4,Transport-moving,White,Male,0,0,32,0
27,Self-emp-not-inc,9,Craft-repair,White,Male,0,0,60,0
29,Private,9,Craft-repair,White,Male,0,0,35,0
31,Private,9,Machine-op-inspct,Amer-Indian-Eskimo,Female,0,0,40,0
22,Private,10,Handlers-cleaners,White,Male,0,0,20,0
26,Private,9,Other-service,White,Male,0,0,53,0
39,Private,10,Exec-managerial,White,Male,0,0,45,0
60,Private,9,Other-service,White,Female,0,0,44,0
27,,13,,White,Male,0,0,30,0
55,Private,9,Tech-support,White,Male,0,0,20,0
55,Private,9,Sales,White,Female,0,0,40,0
60,Private,9,Other-service,White,Female,0,0,20,0
37,Private,10,Machine-op-inspct,White,Male,0,0,40,0
36,Self-emp-inc,10,Adm-clerical,White,Female,0,0,25,0
72,Federal-gov,7,Adm-clerical,White,Female,0,0,8,0
55,Private,7,Adm-clerical,Black,Female,0,0,40,0
21,Self-emp-not-inc,10,Farming-fishing,White,Male,0,0,40,0
44,Self-emp-not-inc,10,Other-service,White,Female,0,0,50,0
24,Private,10,Exec-managerial,White,Male,0,0,25,0
42,Self-emp-not-inc,9,Farming-fishing,White,Male,0,0,50,0
45,Private,9,Other-service,Black,Male,0,0,40,0
43,Private,2,Farming-fishing,White,Male,0,0,28,0
24,Private,11,Sales,White,Male,0,0,30,0
38,Private,10,Transport-moving,White,Male,0,0,40,0
52,Private,6,Other-service,White,Female,0,0,40,0
31,Private,14,Prof-specialty,White,Female,0,0,46,0
31,Self-emp-not-inc,9,Other-service,White,Male,0,0,27,0
17,?,10,?,Asian-Pac-Islander,Female,0,0,40,0
48,Private,5,Sales,White,Male,0,0,40,0
38,Private,9,Transport-moving,White,Male,0,0,55,0
47,Private,10,Machine-op-inspct,Black,Female,0,1408,40,0
35,State-gov,9,Protective-serv,White,Female,0,0,40,0
41,Local-gov,13,Prof-specialty,White,Female,0,0,35,0
40,Self-emp-not-inc,12,Prof-specialty,White,Female,0,0,50,0
48,Private,9,Adm-clerical,White,Female,0,0,40,0
46,Private,13,Craft-repair,White,Male,0,0,77,0
47,Private,10,Craft-repair,White,Male,0,0,40,0
47,Private,14,Sales,White,Female,0,0,6,0
48,Private,10,Transport-moving,White,Male,2407,0,40,0
62,Federal-gov,9,Adm-clerical,Black,Male,0,0,40,0
33,Private,11,Craft-repair,White,Male,0,0,40,0
45,Private,14,Exec-managerial,White,Male,4386,0,40,0
39,Private,10,Adm-clerical,Black,Female,0,0,40,0
35,Private,9,Adm-clerical,White,Female,0,0,45,0
35,Self-emp-not-inc,9,Other-service,White,Female,0,0,30,0
22,Private,10,Adm-clerical,White,Female,0,0,40,0
21,Private,9,Machine-op-inspct,White,Female,0,0,40,0
24,Local-gov,13,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,0
36,Private,10,Adm-clerical,White,Female,0,0,40,0
80,Self-emp-not-inc,9,Other-service,White,Male,1409,0,40,0
31,Private,10,Adm-clerical,White,Female,0,0,40,0
49,Private,9,Sales,White,Female,0,0,40,0
26,Private,9,Adm-clerical,Black,Female,0,0,40,0
47,Private,9,Sales,White,Male,0,1876,40,0
25,Private,13,Exec-managerial,White,Female,0,1726,60,0
40,Self-emp-inc,13,Craft-repair,White,Male,0,0,40,0
19,Private,10,Other-service,White,Female,0,0,23,0
41,Private,10,Sales,White,Male,0,0,50,0
34,Private,9,Transport-moving,White,Female,0,0,40,0
48,Private,9,Sales,White,Female,0,0,50,0
32,Private,9,Adm-clerical,White,Female,0,0,40,0
21,Private,9,Adm-clerical,White,Female,0,0,40,0
18,Private,9,Other-service,White,Female,0,0,27,0
62,Private,13,Sales,White,Male,0,0,40,0
20,Private,9,Sales,White,Male,0,0,40,0
22,Private,3,Farming-fishing,White,Male,0,0,40,0
35,Private,10,Exec-managerial,White,Female,0,0,40,0
46,Private,14,Exec-managerial,White,Female,0,0,45,0
27,Private,9,Handlers-cleaners,White,Male,0,0,40,0
28,Private,10,Adm-clerical,White,Female,0,0,40,0
50,State-gov,10,Craft-repair,White,Male,0,0,40,0
34,State-gov,13,Adm-clerical,White,Male,0,0,55,0
42,Private,9,Craft-repair,White,Male,2885,0,40,0
28,Private,13,Exec-managerial,Black,Female,0,0,45,0
39,Private,10,Exec-managerial,White,Female,0,0,56,0
17,Private,6,Sales,White,Female,0,0,5,0
63,?,9,?,White,Male,0,0,20,0
59,Local-gov,9,Adm-clerical,White,Female,0,0,38,0
17,Private,7,Adm-clerical,White,Female,0,0,12,0
20,State-gov,10,Other-service,White,Female,0,0,20,0
35,Private,5,Craft-repair,White,Male,0,0,40,0
35,State-gov,14,Prof-specialty,White,Female,0,0,40,0
45,Private,11,Machine-op-inspct,White,Female,0,0,40,0
40,Self-emp-inc,13,Prof-specialty,White,Male,0,0,60,0
41,Self-emp-inc,9,Craft-repair,White,Male,0,0,50,0
29,Private,12,Other-service,Black,Male,0,625,60,0
18,Private,6,Other-service,White,Female,0,0,20,0
19,Private,8,Other-service,White,Female,0,0,30,0
30,Private,13,Prof-specialty,White,Female,0,0,40,0
22,Private,9,Adm-clerical,White,Female,0,0,40,0
55,Self-emp-not-inc,10,Machine-op-inspct,White,Male,0,0,40,0
35,Private,13,Prof-specialty,White,Male,0,0,50,0
57,Private,3,Machine-op-inspct,White,Female,0,0,40,0
54,?,9,?,White,Male,0,0,45,0
31,Private,9,Other-service,White,Female,0,0,80,0
38,Private,10,Prof-specialty,White,Male,0,0,40,0
50,Private,9,Protective-serv,White,Male,0,0,40,0
35,Private,9,Handlers-cleaners,White,Male,0,0,45,0
22,Private,9,Adm-clerical,White,Female,0,0,40,0
29,Private,10,Prof-specialty,White,Female,0,0,40,0
34,Private,7,Other-service,White,Female,0,0,23,0
20,Private,10,Machine-op-inspct,White,Male,0,0,35,0
22,Private,10,Tech-support,White,Male,0,0,40,0
25,Private,4,Craft-repair,White,Male,0,0,60,0
64,,13,,White,Male,3103,0,3,0
20,?,6,?,White,Male,0,0,40,0
43,Federal-gov,9,Adm-clerical,White,Male,3908,0,40,0
18,Private,8,Other-service,White,Female,0,0,25,0
28,Private,11,Other-service,White,Female,2463,0,35,0
62,Private,9,Exec-managerial,White,Female,0,0,40,0
45,Local-gov,7,Other-service,White,Female,0,0,25,0
38,Private,9,Adm-clerical,Asian-Pac-Islander,Male,0,0,30,0
38,Private,10,Adm-clerical,White,Female,0,0,40,0
55,Local-gov,14,Prof-specialty,White,Female,0,0,45,0
25,Private,10,Craft-repair,White,Male,0,0,40,0
51,Local-gov,6,Other-service,White,Female,0,0,24,0
33,Private,10,Other-service,White,Female,0,0,35,0
22,Private,9,Other-service,White,Female,0,0,45,0
31,Private,12,Exec-managerial,White,Male,0,0,40,0
41,Private,10,Transport-moving,Black,Male,0,0,55,0
31,Local-gov,13,Protective-serv,White,Male,4650,0,40,0
18,Private,9,Machine-op-inspct,White,Female,0,0,40,0
45,Federal-gov,9,Other-service,Black,Female,0,0,40,0
32,,13,,Asian-Pac-Islander,Female,0,0,1,0
20,Private,10,Other-service,White,Male,0,0,20,0
33,Private,11,Sales,White,Male,0,0,40,0
24,Private,9,Machine-op-inspct,White,Male,0,0,40,0
19,Private,9,Machine-op-inspct,White,Male,0,0,35,0
45,Private,7,Tech-support,White,Female,0,0,40,0
20,Private,10,Machine-op-inspct,White,Female,2176,0,40,0
61,Private,11,Tech-support,White,Female,0,0,8,0
18,Private,7,Other-service,White,Female,0,0,20,0
27,Private,7,Sales,White,Male,0,0,40,0
47,,3,,White,Female,0,0,56,0
37,Private,9,Machine-op-inspct,Black,Female,0,0,40,0
27,Private,6,Other-service,White,Female,0,0,40,0
36,Private,9,Craft-repair,White,Male,0,0,48,0
41,State-gov,14,Prof-specialty,White,Male,0,0,40,0
27,Private,10,Transport-moving,White,Male,0,0,48,0
35,Private,9,Handlers-cleaners,White,Female,0,0,20,0
25,Private,14,Adm-clerical,White,Male,0,0,40,0
49,Self-emp-inc,10,Exec-managerial,White,Female,0,0,32,0
55,Private,9,Adm-clerical,White,Female,0,0,25,0
60,Private,12,Priv-house-serv,White,Female,0,0,40,0
50,Private,9,Adm-clerical,White,Female,0,0,45,0
22,Private,9,Other-service,White,Male,0,0,20,0
49,State-gov,13,Prof-specialty,White,Male,0,0,40,0
37,Local-gov,10,Other-service,White,Male,0,0,40,0
74,Self-emp-not-inc,9,Sales,White,Male,0,0,55,0
26,Private,9,Sales,White,Male,0,0,35,0
34,Local-gov,12,Adm-clerical,White,Female,0,0,10,0
32,Self-emp-not-inc,9,Craft-repair,White,Male,0,0,40,0
32,Private,8,Other-service,White,Male,0,0,30,0
49,Self-emp-not-inc,6,Farming-fishing,White,Male,0,0,70,0
22,Private,10,Adm-clerical,White,Female,0,0,35,0
41,Private,9,Machine-op-inspct,Black,Male,0,0,40,0
25,Private,12,Exec-managerial,White,Male,0,0,40,0
25,Private,13,Sales,White,Male,0,0,50,0
28,Private,11,Other-service,White,Male,0,0,40,0
27,Private,9,Craft-repair,Black,Male,3325,0,40,0
24,Private,13,Prof-specialty,White,Male,0,0,40,0
41,Private,9,Other-service,White,Male,0,0,40,0
27,Private,13,Prof-specialty,White,Male,0,0,50,0
56,Private,9,Sales,White,Female,0,1974,40,0
34,Private,8,Other-service,Black,Female,0,0,40,0
76,?,9,?,Black,Female,0,0,2,0
27,Private,9,Tech-support,White,Female,0,0,40,0
48,Local-gov,14,Prof-specialty,White,Female,0,0,50,0
35,Federal-gov,9,Prof-specialty,White,Female,0,0,40,0
22,Private,7,Craft-repair,White,Male,0,0,35,0
25,Private,9,Handlers-cleaners,White,Male,0,0,48,0
26,Private,10,Sales,Black,Female,0,0,37,0
28,Private,11,Prof-specialty,White,Female,0,1726,40,0
35,Private,13,Adm-clerical,White,Male,0,0,40,0
32,Private,10,Prof-specialty,White,Male,0,0,40,0
37,Private,10,Adm-clerical,White,Male,0,0,50,0
18,Private,7,Adm-clerical,White,Female,0,0,15,0
20,,6,,White,Male,0,0,40,0
22,,12,,White,Female,0,0,5,0
33,Private,10,Machine-op-inspct,White,Male,5013,0,40,0
37,Private,10,Prof-specialty,White,Female,0,0,30,0
36,Private,9,Sales,Black,Female,0,0,17,0
28,Private,13,Tech-support,White,Male,0,0,40,0
24,Private,13,Sales,White,Male,0,0,40,0
44,Private,13,Prof-specialty,White,Male,0,0,40,0
28,Private,9,Adm-clerical,White,Female,0,0,20,0
49,Private,10,Adm-clerical,White,Female,0,0,40,0
42,?,9,?,White,Male,0,0,40,0
19,Private,8,Other-service,White,Female,0,0,15,0
46,Private,9,Machine-op-inspct,White,Male,0,0,40,0
41,Private,10,Tech-support,Black,Female,0,0,36,0
42,Private,9,Craft-repair,White,Female,0,0,40,0
34,Private,9,Transport-moving,White,Male,0,0,40,0
28,Private,11,Craft-repair,White,Male,0,0,40,0
63,?,9,?,White,Male,0,0,14,0
31,Private,13,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,0
50,State-gov,11,Adm-clerical,White,Female,0,0,40,0
40,Private,9,Craft-repair,White,Male,0,0,45,0
27,Private,9,Craft-repair,White,Male,0,0,40,0
24,Private,13,Transport-moving,Black,Female,0,0,40,0
67,Self-emp-not-inc,9,Other-service,White,Female,0,0,30,0
77,Private,6,Other-service,Black,Male,3818,0,30,0
21,Private,10,Prof-specialty,White,Female,0,0,25,0
66,?,4,?,White,Male,0,0,10,0
27,Private,11,Tech-support,White,Male,0,0,40,0
43,Private,9,Craft-repair,Other,Male,0,0,40,0
56,Private,4,Farming-fishing,White,Male,0,0,40,0
31,Private,13,Adm-clerical,White,Male,0,0,60,0
46,Federal-gov,9,Exec-managerial,White,Male,0,0,42,0
46,Private,2,Other-service,White,Female,0,0,40,0
19,Private,7,Other-service,White,Male,0,0,30,0
21,Private,10,Sales,White,Female,0,0,35,0
17,Private,7,Other-service,Black,Female,0,0,25,0
39,Private,9,Exec-managerial,White,Male,0,0,40,0
20,Private,9,Craft-repair,White,Male,0,0,40,0
54,Private,14,Other-service,White,Male,0,0,40,0
36,,9,,White,Male,0,0,40,0
31,Private,7,Handlers-cleaners,Black,Male,0,1721,40,0
23,Private,12,Prof-specialty,Asian-Pac-Islander,Female,0,0,30,0
42,Private,9,Other-service,White,Male,0,0,40,0
55,Private,13,Adm-clerical,White,Female,0,0,73,0
46,Private,9,Craft-repair,White,Male,0,0,40,0
48,Private,6,Machine-op-inspct,White,Female,0,0,48,0
23,Private,9,Other-service,White,Male,0,0,40,0
29,Private,9,Handlers-cleaners,White,Male,0,0,40,0
26,Private,9,Handlers-cleaners,White,Male,0,0,40,0
34,Self-emp-not-inc,7,Sales,White,Female,0,0,30,0
21,Private,10,Sales,White,Male,0,0,40,0
30,Private,6,Machine-op-inspct,Black,Female,0,0,40,0
45,State-gov,9,Tech-support,White,Female,0,0,40,0
56,Private,5,Other-service,Black,Female,0,0,40,0
23,Private,9,Craft-repair,Asian-Pac-Islander,Male,0,0,1,0
36,Private,11,Craft-repair,White,Male,0,0,40,0
37,Private,9,Machine-op-inspct,White,Male,0,0,40,0
33,Self-emp-not-inc,7,Handlers-cleaners,White,Male,0,0,7,0
26,Private,9,Handlers-cleaners,White,Male,0,0,42,0
37,Self-emp-not-inc,6,Craft-repair,White,Male,0,0,30,0
26,Local-gov,13,Adm-clerical,White,Male,0,0,41,0
28,Private,12,Adm-clerical,Black,Female,0,0,35,0
32,State-gov,10,Tech-support,Black,Female,0,0,20,0
30,Local-gov,10,Craft-repair,White,Male,0,1590,40,0
26,Private,14,Exec-managerial,White,Female,594,0,35,0
37,Private,9,Machine-op-inspct,White,Female,0,0,32,0
63,Self-emp-not-inc,4,Exec-managerial,White,Male,0,0,15,0
21,Private,9,Sales,White,Male,0,0,40,0
37,Private,3,Machine-op-inspct,White,Male,0,0,40,0
24,Private,4,Machine-op-inspct,White,Male,0,0,40,0
55,Private,9,Sales,Black,Female,0,0,40,0
62,Self-emp-inc,11,Exec-managerial,White,Male,0,0,50,0
17,?,7,?,White,Female,0,0,35,0
22,Private,10,Protective-serv,White,Male,0,0,25,0
46,Self-emp-inc,12,Exec-managerial,White,Female,0,0,40,0
30,Private,9,Machine-op-inspct,White,Male,0,0,50,0
20,Private,10,Prof-specialty,White,Female,0,0,2,0
29,Private,9,Other-service,White,Female,0,0,30,0
47,Private,3,Machine-op-inspct,White,Male,0,0,40,0
23,Private,9,Transport-moving,White,Male,0,0,45,0
25,Private,10,Craft-repair,Asian-Pac-Islander,Female,0,0,40,0
34,Private,4,Transport-moving,White,Male,0,0,40,0
28,Self-emp-not-inc,9,Craft-repair,White,Male,0,0,40,0
66,Self-emp-not-inc,9,Farming-fishing,White,Male,2653,0,40,0
33,Private,9,Transport-moving,White,Male,0,0,45,0
19,Private,10,Adm-clerical,White,Male,0,0,40,0
33,Private,9,Adm-clerical,Other,Female,0,0,19,0
21,Private,10,Sales,White,Male,0,0,40,0
38,Local-gov,3,Handlers-cleaners,White,Male,0,0,40,0
26,Private,9,Craft-repair,White,Male,0,0,50,0
65,Self-emp-not-inc,15,Prof-specialty,White,Male,1086,0,60,0
38,Local-gov,13,Prof-specialty,White,Female,0,0,40,0
42,Private,12,Tech-support,White,Male,0,0,40,0
21,Private,13,Other-service,White,Male,0,0,20,0
38,Private,13,Other-service,White,Male,3908,0,70,0
53,Private,9,Transport-moving,White,Male,0,0,40,0
33,Private,10,Other-service,White,Male,0,0,40,0
33,Private,9,Exec-managerial,White,Male,0,0,45,0
39,Private,9,Craft-repair,White,Male,0,0,50,0
32,Private,9,Craft-repair,White,Male,0,0,10,0
20,Private,10,Handlers-cleaners,White,Male,0,0,20,0
33,Private,9,Craft-repair,White,Male,0,0,30,0
34,Local-gov,10,Adm-clerical,White,Female,0,0,18,0
36,Self-emp-not-inc,13,Sales,Other,Male,0,0,45,0
34,Private,13,Prof-specialty,White,Female,0,0,40,0
31,Self-emp-not-inc,13,Exec-managerial,White,Male,0,1980,60,0
24,Private,13,Other-service,White,Male,0,0,33,0
24,State-gov,13,Exec-managerial,White,Female,0,0,40,0
54,Local-gov,14,Prof-specialty,White,Female,0,0,38,0
45,Private,7,Other-service,White,Female,0,0,32,0
31,Private,7,Sales,Asian-Pac-Islander,Female,0,0,40,0
31,Federal-gov,11,Exec-managerial,White,Female,0,0,40,0
40,Private,9,Adm-clerical,Black,Female,0,0,40,0
52,State-gov,13,Protective-serv,White,Male,0,0,40,0
41,Self-emp-not-inc,14,Prof-specialty,White,Female,0,0,20,0
31,Private,13,Exec-managerial,Black,Female,0,0,40,0
34,State-gov,8,Adm-clerical,Black,Female,0,0,40,0
23,Private,5,Handlers-cleaners,Black,Male,0,0,36,0
28,Private,13,Prof-specialty,White,Female,0,0,20,0
22,Private,10,Handlers-cleaners,White,Male,0,0,35,0
24,Local-gov,9,Other-service,White,Female,0,0,20,0
50,Private,9,Sales,White,Female,0,0,55,0
22,Private,13,Other-service,White,Female,0,0,35,0
21,Private,10,Adm-clerical,White,Female,0,0,40,0
41,Private,7,Handlers-cleaners,White,Male,0,0,48,0
40,,9,,White,Male,0,0,45,0
23,Private,10,Craft-repair,White,Male,0,0,40,0
27,Private,9,Transport-moving,White,Male,0,0,99,0
57,Private,9,Sales,White,Male,0,0,40,0
20,Private,10,Handlers-cleaners,White,Male,0,0,12,0
31,Private,10,Adm-clerical,Black,Female,0,0,40,0
24,Private,1,Farming-fishing,White,Male,0,0,36,0
33,Private,10,Craft-repair,Black,Male,0,0,40,0
61,Private,10,Handlers-cleaners,White,Male,0,0,20,0
26,Private,13,Sales,White,Male,0,0,48,0
22,State-gov,10,Tech-support,White,Male,0,0,20,0
33,Private,9,Adm-clerical,White,Female,0,0,40,0
20,Private,10,Handlers-cleaners,White,Female,0,0,40,0
26,Private,14,Exec-managerial,White,Male,0,0,32,0
34,Private,11,Tech-support,White,Female,0,0,60,0
38,Private,9,Sales,White,Male,0,0,80,0
38,Private,9,Machine-op-inspct,White,Male,0,0,40,0
21,Private,11,Exec-managerial,White,Male,0,0,40,0
27,Self-emp-not-inc,10,Other-service,Black,Male,0,0,40,0
29,Private,10,Tech-support,Black,Female,0,0,40,0
33,Federal-gov,10,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,0
46,Private,12,Prof-specialty,White,Female,0,0,36,0
27,Private,9,Craft-repair,White,Male,0,0,40,0
30,Private,13,Machine-op-inspct,White,Male,0,0,25,0
39,Private,12,Craft-repair,White,Male,0,0,40,0
29,Private,9,Other-service,White,Female,0,0,40,0
19,Private,10,Other-service,White,Female,0,0,20,0
39,?,13,?,White,Female,0,0,30,0
18,Private,10,Sales,White,Female,0,0,15,0
28,Local-gov,14,Prof-specialty,White,Female,0,1902,55,0
81,Self-emp-not-inc,9,Adm-clerical,White,Female,0,0,20,0
27,Private,10,Adm-clerical,White,Female,0,0,44,0
67,Local-gov,9,Prof-specialty,White,Male,0,0,24,0
23,Private,9,Other-service,Black,Male,0,0,36,0
17,?,7,?,White,Male,0,0,18,0
45,Private,13,Prof-specialty,White,Female,0,0,38,0
17,Private,6,Sales,White,Female,0,0,20,0
31,Private,9,Machine-op-inspct,White,Male,5013,0,40,0
44,Private,10,Adm-clerical,White,Female,0,0,35,0
23,Private,10,Farming-fishing,White,Male,0,0,40,0
31,Private,9,Exec-managerial,White,Male,0,0,50,0
45,Federal-gov,13,Exec-managerial,White,Male,0,0,40,0
18,?,7,?,White,Male,0,0,12,0
44,Private,9,Adm-clerical,White,Female,0,1504,45,0
28,?,9,?,White,Female,3103,0,20,0
55,Private,11,Prof-specialty,White,Female,0,0,40,0
23,Private,9,Priv-house-serv,White,Male,0,0,40,0
49,Private,9,Adm-clerical,White,Female,0,0,40,0
72,Private,9,Other-service,White,Female,0,0,16,0
66,Private,14,Sales,White,Male,0,0,40,0
81,Private,4,Machine-op-inspct,White,Female,1264,0,40,0
46,Private,14,Adm-clerical,White,Male,0,1740,60,0
58,Private,10,Other-service,White,Female,0,0,42,0
50,Private,12,Tech-support,Black,Male,0,0,40,0
38,Private,9,Other-service,White,Male,0,0,35,0
29,Self-emp-not-inc,13,Prof-specialty,White,Female,0,0,40,0
47,Private,13,Exec-managerial,Asian-Pac-Islander,Male,2885,0,65,0
38,Private,9,Craft-repair,Black,Male,0,0,40,0
32,?,13,?,White,Female,0,0,20,0
67,Private,5,Priv-house-serv,White,Female,0,0,6,0
59,Private,9,Craft-repair,White,Male,0,0,40,0
35,Federal-gov,9,Adm-clerical,White,Female,0,0,40,0
46,Private,9,Exec-managerial,White,Female,0,0,40,0
19,Private,10,Adm-clerical,White,Female,0,0,30,0
34,Private,7,Machine-op-inspct,White,Female,0,0,40,0
26,Local-gov,13,Prof-specialty,White,Male,0,0,43,0
51,Private,10,Handlers-cleaners,White,Male,0,0,50,0
22,Private,13,Adm-clerical,White,Female,0,0,35,0
33,Private,13,Prof-specialty,White,Male,0,0,51,0
22,Private,13,Adm-clerical,White,Female,4416,0,40,0
65,Private,12,Exec-managerial,White,Male,3818,0,40,0
31,Private,11,Exec-managerial,Black,Female,0,0,43,0
29,Private,9,Other-service,White,Male,0,0,40,0
27,Private,9,Craft-repair,White,Male,0,0,35,0
39,Self-emp-not-inc,13,Exec-managerial,White,Male,0,0,40,0
35,Private,7,Machine-op-inspct,White,Male,0,0,50,0
50,Private,4,Machine-op-inspct,White,Male,0,0,50,0
32,Private,9,Prof-specialty,White,Male,0,0,55,0
23,Private,10,Adm-clerical,White,Male,1055,0,20,0
29,Self-emp-not-inc,10,Adm-clerical,White,Female,0,0,50,0
38,Private,12,Craft-repair,White,Male,0,0,40,0
20,Private,9,Machine-op-inspct,White,Female,0,0,45,0
34,Private,14,Prof-specialty,White,Male,0,2258,50,0
41,Private,9,Adm-clerical,White,Female,0,0,40,0
31,Private,10,Craft-repair,White,Male,0,0,40,0
20,Private,10,Other-service,White,Male,0,0,15,0
39,Private,5,Transport-moving,White,Male,0,0,25,0
36,State-gov,9,Protective-serv,White,Male,0,0,40,0
76,Self-emp-inc,5,Prof-specialty,White,Male,0,0,40,0
37,Self-emp-not-inc,9,Farming-fishing,White,Male,0,0,56,0
31,State-gov,9,Adm-clerical,Black,Female,0,0,37,0
32,Private,15,Sales,White,Male,4508,0,40,0
26,Private,9,Craft-repair,White,Male,3325,0,40,0
57,Private,10,Handlers-cleaners,White,Male,0,0,25,0
17,?,5,?,White,Female,0,0,25,0
60,Self-emp-not-inc,9,Craft-repair,White,Male,0,0,20,0
26,Private,10,Adm-clerical,Asian-Pac-Islander,Female,0,0,35,0
25,Private,9,Sales,White,Female,0,0,40,0
40,?,11,?,White,Male,0,0,15,0
35,Private,10,Exec-managerial,White,Female,0,0,70,0
45,Private,14,Adm-clerical,Amer-Indian-Eskimo,Female,0,0,36,0
24,Private,9,Farming-fishing,White,Male,0,0,25,0
51,Private,9,Other-service,White,Female,0,0,15,0
38,Self-emp-not-inc,9,Exec-managerial,White,Male,0,0,25,0
47,Private,9,Adm-clerical,White,Female,0,0,20,0
68,Private,9,Other-service,White,Female,0,0,7,0
33,Self-emp-not-inc,11,Farming-fishing,White,Male,0,0,62,0
59,Self-emp-not-inc,4,Farming-fishing,White,Male,0,0,70,0
30,Private,9,Machine-op-inspct,Black,Male,0,0,40,0
31,Private,3,Other-service,White,Male,0,0,40,0
26,Private,13,Craft-repair,White,Male,3325,0,40,0
23,Private,9,Sales,White,Male,0,0,40,0
33,Private,9,Machine-op-inspct,Other,Male,0,0,40,0
24,Private,9,Sales,White,Female,0,0,38,0
26,Private,10,Other-service,White,Male,0,0,40,0
17,Private,7,Transport-moving,White,Male,0,0,20,0
45,Federal-gov,13,Adm-clerical,White,Male,5013,0,45,0
20,Private,10,Sales,Black,Male,0,0,35,0
33,Private,11,Prof-specialty,White,Female,0,0,40,0
54,Private,9,Machine-op-inspct,White,Male,0,0,40,0
19,Private,9,Tech-support,White,Male,0,0,40,0
42,Private,13,Exec-managerial,White,Male,0,0,40,0
26,Private,8,Transport-moving,Black,Male,0,0,40,0
32,Local-gov,9,Adm-clerical,White,Female,0,0,40,0
40,Private,9,Sales,White,Male,0,0,60,0
27,Private,13,Prof-specialty,White,Female,4865,0,36,0
53,Local-gov,6,Other-service,White,Male,0,0,40,0
48,Private,13,Sales,White,Male,0,0,60,0
33,Private,13,Prof-specialty,White,Female,0,0,45,0
24,Private,9,Machine-op-inspct,White,Male,0,0,40,0
53,Private,10,Exec-managerial,Amer-Indian-Eskimo,Female,0,0,15,0
49,Private,9,Craft-repair,White,Male,0,0,40,0
24,Private,9,Adm-clerical,White,Female,0,0,32,0
35,Private,10,Protective-serv,Black,Male,0,0,40,0
21,?,10,?,White,Female,3781,0,40,0
23,Private,10,Handlers-cleaners,White,Male,0,0,40,0
36,?,9,?,White,Female,0,0,28,0
