age,workclass,education-num,occupation,race,sex,capital-gain,capital-loss,hours-per-week,income_50k
57,Self-emp-not-inc,9,Craft-repair,White,Male,0,0,50,1
33,Private,9,Transport-moving,Black,Male,5178,0,55,1
35,Private,10,Handlers-cleaners,White,Male,0,1579,40,0
46,Self-emp-not-inc,13,Sales,White,Male,0,2415,40,1
22,Other,10,Other,Asian-Pac-Islander,Female,0,0,4,0
44,Private,10,Transport-moving,Black,Male,0,0,40,0
53,Private,8,Tech-support,White,Male,0,0,45,1
65,Private,14,Prof-specialty,White,Male,0,0,99,0
39,Private,10,Farming-fishing,White,Male,0,0,50,1
19,Other,10,Other,Black,Female,0,0,25,0
41,Private,9,Craft-repair,White,Male,13550,0,44,1
33,Private,13,Exec-managerial,White,Male,0,0,40,0
39,Private,13,Exec-managerial,White,Female,0,0,40,0
39,Local-gov,10,Prof-specialty,White,Female,0,0,45,0
47,Self-emp-not-inc,13,Sales,White,Male,0,0,35,0
46,Self-emp-inc,13,Exec-managerial,White,Male,0,0,10,0
44,Private,15,Prof-specialty,White,Male,0,0,50,1
58,Self-emp-not-inc,6,Craft-repair,White,Male,2407,0,25,0
47,Self-emp-not-inc,13,Prof-specialty,White,Male,0,0,60,0
18,Private,7,Handlers-cleaners,White,Male,0,1602,40,0
66,Self-emp-not-inc,13,Sales,White,Male,0,0,40,1
41,Private,9,Sales,White,Female,0,0,40,0
24,Private,13,Sales,White,Male,0,0,40,0
35,Private,13,Tech-support,White,Male,0,0,40,1
57,Private,8,Transport-moving,White,Male,0,0,40,1
25,Federal-gov,10,Protective-serv,Black,Male,0,0,40,0
43,Private,10,Craft-repair,White,Male,0,0,40,0
59,Private,6,Transport-moving,White,Male,0,1485,40,1
31,Self-emp-inc,12,Sales,White,Male,0,0,40,0
50,Private,10,Machine-op-inspct,White,Male,4386,0,40,0
51,Self-emp-not-inc,13,Exec-managerial,White,Male,99999,0,50,1
32,State-gov,9,Protective-serv,White,Male,0,0,40,0
70,Private,9,Farming-fishing,White,Male,0,0,30,0
31,Private,10,Exec-managerial,White,Female,0,0,40,1
23,Private,12,Craft-repair,White,Male,0,0,40,0
35,Private,13,Prof-specialty,White,Male,0,0,48,1
68,Private,9,Handlers-cleaners,White,Male,0,0,45,1
37,Private,7,Craft-repair,White,Male,0,0,25,0
48,Private,9,Transport-moving,White,Male,0,0,44,0
61,Federal-gov,9,Adm-clerical,Black,Female,0,0,20,0
45,Private,9,Machine-op-inspct,Black,Male,0,0,48,0
21,Private,2,Other-service,White,Male,0,0,40,0
47,Local-gov,14,Prof-specialty,White,Male,0,0,48,1
37,Private,10,Exec-managerial,White,Female,0,0,45,1
30,Private,9,Machine-op-inspct,Black,Male,0,0,40,0
22,Private,10,Handlers-cleaners,White,Male,0,0,35,0
35,Private,13,Sales,White,Male,15024,0,50,1
24,Private,13,Prof-specialty,Black,Male,0,0,40,0
42,Private,9,Prof-specialty,White,Female,0,0,40,0
18,Private,9,Other-service,Asian-Pac-Islander,Female,0,0,20,0
36,Private,10,Craft-repair,White,Male,0,0,40,0
47,Private,9,Craft-repair,White,Male,0,0,40,0
38,Other,11,Other,White,Female,0,0,25,0
42,Self-emp-not-inc,10,Exec-managerial,White,Male,0,0,40,0
28,Private,13,Sales,White,Male,7298,0,42,1
24,Private,10,Sales,White,Female,0,0,18,0
27,Private,6,Exec-managerial,White,Female,0,0,40,0
41,Private,13,Prof-specialty,White,Female,15024,0,50,1
26,Private,9,Protective-serv,Black,Female,0,0,32,0
51,Private,9,Craft-repair,Amer-Indian-Eskimo,Male,0,0,40,0
36,Local-gov,13,Prof-specialty,White,Male,0,0,40,0
38,Private,9,Craft-repair,White,Male,0,0,45,0
53,State-gov,9,Adm-clerical,White,Male,15024,0,35,1
30,Other,9,Other,Black,Male,0,0,40,0
44,Private,9,Prof-specialty,White,Male,0,0,40,1
21,Private,9,Priv-house-serv,White,Female,0,0,40,0
28,Federal-gov,10,Adm-clerical,Black,Female,0,0,72,0
64,Federal-gov,12,Protective-serv,Black,Male,0,0,40,0
33,Private,13,Exec-managerial,White,Male,0,0,50,1
45,Self-emp-not-inc,10,Prof-specialty,White,Male,0,0,35,0
31,State-gov,10,Other-service,White,Female,0,0,37,0
55,State-gov,10,Prof-specialty,Black,Female,0,0,37,0
35,Private,11,Craft-repair,White,Male,0,0,50,0
58,Private,4,Machine-op-inspct,White,Male,2936,0,50,0
30,Private,11,Prof-specialty,Black,Male,0,0,40,0
49,Private,10,Sales,White,Male,0,0,80,1
47,Private,13,Handlers-cleaners,White,Male,0,1564,51,1
41,Self-emp-not-inc,14,Prof-specialty,White,Female,0,0,35,0
46,Private,9,Other-service,White,Male,0,0,50,0
38,Self-emp-inc,10,Sales,White,Male,0,0,65,0
43,Private,13,Exec-managerial,White,Male,0,0,40,1
33,Private,5,Other-service,White,Male,0,0,45,0
29,Private,10,Handlers-cleaners,White,Female,0,0,36,0
69,Private,12,Adm-clerical,White,Female,2964,0,6,0
41,Private,9,Machine-op-inspct,White,Male,0,0,40,1
48,Local-gov,4,Transport-moving,White,Male,0,1902,40,0
62,Private,3,Farming-fishing,White,Male,0,0,24,0
41,Private,3,Farming-fishing,White,Female,0,0,40,0
51,State-gov,14,Exec-managerial,White,Male,0,0,40,1
35,Private,10,Machine-op-inspct,White,Male,0,0,40,0
46,Local-gov,13,Prof-specialty,White,Female,0,0,40,1
37,Private,5,Transport-moving,White,Male,0,0,40,0
21,Private,10,Other-service,White,Male,2907,0,40,0
47,Federal-gov,11,Adm-clerical,White,Male,0,0,45,1
31,Private,13,Exec-managerial,White,Male,0,1887,50,1
59,Private,14,Exec-managerial,White,Female,0,0,45,1
24,Private,13,Sales,White,Male,0,0,40,0
63,Private,13,Sales,White,Male,7298,0,40,1
58,Private,13,Sales,White,Male,0,0,40,1
17,Private,7,Sales,White,Female,0,1602,12,0
25,Private,13,Prof-specialty,White,Male,0,0,45,1
37,Self-emp-inc,14,Exec-managerial,White,Male,0,0,70,1
18,Private,7,Other-service,White,Female,0,0,15,0
30,Private,13,Sales,White,Male,0,0,40,1
40,Local-gov,14,Prof-specialty,White,Male,0,0,40,0
63,Self-emp-not-inc,9,Sales,White,Male,0,0,70,0
37,Local-gov,10,Protective-serv,White,Male,0,0,48,0
33,Private,9,Exec-managerial,White,Male,0,0,40,1
31,Self-emp-not-inc,13,Exec-managerial,White,Female,0,0,40,1
58,Private,10,Transport-moving,White,Male,0,0,70,0
50,Private,13,Sales,White,Male,0,0,45,1
34,Private,10,Other-service,White,Male,0,0,40,0
34,Private,10,Sales,Black,Female,0,0,35,0
27,Local-gov,9,Exec-managerial,White,Male,0,0,80,1
44,Local-gov,12,Protective-serv,White,Female,0,0,56,1
39,Private,9,Handlers-cleaners,Black,Male,0,0,40,0
25,State-gov,13,Exec-managerial,White,Female,0,2444,40,1
68,Self-emp-inc,13,Exec-managerial,White,Male,0,0,40,1
29,Private,9,Adm-clerical,White,Female,0,0,40,0
30,Private,13,Exec-managerial,White,Female,0,0,35,0
21,Private,10,Adm-clerical,White,Female,0,0,40,0
47,State-gov,13,Prof-specialty,White,Female,0,0,40,0
54,Private,14,Transport-moving,White,Male,7688,0,60,1
23,Private,11,Exec-managerial,White,Female,0,0,40,0
29,Other,9,Other,Black,Female,0,0,20,0
26,State-gov,14,Exec-managerial,White,Female,0,0,40,0
47,Self-emp-not-inc,4,Sales,White,Male,0,0,40,0
24,Private,9,Adm-clerical,White,Female,0,0,35,0
39,Private,10,Farming-fishing,White,Male,0,0,45,0
35,Private,13,Sales,White,Female,0,0,40,0
58,Self-emp-not-inc,13,Farming-fishing,White,Male,0,0,35,0
40,Private,13,Exec-managerial,White,Male,0,0,50,1
64,State-gov,13,Exec-managerial,White,Male,0,0,45,0
78,Other,4,Other,White,Male,0,0,60,0
57,Private,7,Craft-repair,White,Male,0,0,40,1
40,Private,10,Sales,White,Male,0,0,40,0
21,State-gov,9,Other-service,Asian-Pac-Islander,Female,0,0,40,0
42,Private,9,Craft-repair,White,Male,0,0,50,1
37,Private,10,Tech-support,Black,Female,0,0,40,0
29,Private,9,Exec-managerial,White,Female,0,0,38,0
25,Local-gov,9,Handlers-cleaners,Black,Male,0,0,40,0
68,Self-emp-inc,13,Sales,White,Male,0,0,40,1
43,Self-emp-inc,9,Sales,White,Male,0,0,55,1
22,Private,9,Other-service,White,Male,0,0,45,0
47,Private,10,Tech-support,White,Male,7298,0,40,1
38,Private,13,Sales,White,Male,5178,0,48,1
34,Local-gov,9,Other-service,White,Female,0,0,20,0
51,Private,11,Craft-repair,White,Male,5013,0,40,0
73,Private,4,Machine-op-inspct,White,Female,0,0,18,0
23,Private,9,Craft-repair,White,Male,0,0,40,0
34,Private,9,Transport-moving,White,Female,0,0,40,0
28,State-gov,13,Adm-clerical,Other,Female,0,0,40,0
40,Local-gov,14,Exec-managerial,White,Male,0,0,60,1
47,State-gov,13,Prof-specialty,White,Male,0,0,35,1
49,Federal-gov,11,Craft-repair,Asian-Pac-Islander,Male,0,0,40,1
46,Private,9,Adm-clerical,White,Female,7688,0,40,1
31,Self-emp-not-inc,13,Sales,White,Male,0,0,48,0
30,Private,9,Transport-moving,White,Male,99999,0,40,1
56,Private,13,Sales,White,Male,0,0,40,1
56,Self-emp-not-inc,14,Exec-managerial,White,Male,0,0,25,0
24,Private,10,Transport-moving,White,Male,0,0,60,0
42,Private,9,Other-service,Black,Male,0,0,35,0
45,Private,10,Adm-clerical,White,Female,0,0,48,0
56,Federal-gov,10,Other-service,Black,Male,0,0,40,0
50,Private,9,Tech-support,White,Male,0,0,15,0
46,Private,9,Adm-clerical,White,Female,0,0,37,0
36,Self-emp-inc,13,Exec-managerial,White,Female,0,1977,45,1
21,State-gov,10,Prof-specialty,White,Male,0,0,16,0
48,Private,13,Prof-specialty,White,Male,0,0,45,1
52,Private,9,Craft-repair,White,Female,0,0,50,0
38,Other,7,Other,White,Female,0,0,32,0
59,Other,14,Other,White,Male,0,0,20,0
50,Private,10,Adm-clerical,White,Female,0,0,35,1
60,Private,10,Craft-repair,White,Male,0,0,45,0
33,Private,9,Craft-repair,White,Male,3411,0,40,0
43,Self-emp-not-inc,14,Sales,White,Male,0,0,60,0
31,Private,13,Exec-managerial,White,Male,0,0,45,1
33,Private,13,Adm-clerical,White,Female,0,1887,40,1
36,Private,13,Sales,White,Male,0,1902,40,1
51,Private,10,Handlers-cleaners,White,Female,0,0,40,0
48,Private,9,Other-service,White,Male,0,0,40,1
35,Private,4,Craft-repair,White,Male,0,0,40,0
31,Private,9,Craft-repair,White,Male,0,0,40,1
23,Private,10,Sales,Black,Female,0,0,20,0
50,Private,10,Craft-repair,White,Male,0,0,40,1
61,Self-emp-inc,9,Exec-managerial,White,Male,0,0,20,1
34,Local-gov,15,Prof-specialty,White,Male,0,0,40,1
27,Private,13,Prof-specialty,Asian-Pac-Islander,Male,2202,0,52,0
37,Federal-gov,9,Tech-support,White,Female,0,0,40,0
28,Self-emp-not-inc,11,Farming-fishing,White,Male,10520,0,45,1
45,Federal-gov,14,Exec-managerial,White,Male,0,0,40,1
57,Federal-gov,9,Craft-repair,Black,Male,0,0,40,1
74,Self-emp-inc,10,Exec-managerial,White,Male,0,0,40,0
39,Private,13,Adm-clerical,White,Male,0,0,45,0
18,Other,9,Other,Other,Female,0,0,12,0
79,Private,13,Other-service,White,Female,0,0,40,0
39,Private,13,Prof-specialty,White,Female,0,0,36,1
42,Private,13,Prof-specialty,White,Male,0,0,80,1
34,Private,13,Exec-managerial,White,Male,0,0,48,1
53,Private,8,Transport-moving,White,Female,0,0,40,0
30,Private,10,Sales,White,Male,0,0,58,0
58,Self-emp-inc,13,Craft-repair,White,Male,15024,0,50,1
28,Private,12,Adm-clerical,White,Male,0,0,35,0
33,Private,9,Machine-op-inspct,White,Male,0,0,55,1
20,Private,10,Farming-fishing,White,Male,0,0,72,0
24,Private,9,Handlers-cleaners,Black,Male,0,0,70,0
48,Private,10,Sales,White,Male,0,0,50,1
20,Private,9,Transport-moving,White,Male,0,0,30,0
42,Local-gov,13,Prof-specialty,White,Male,0,0,60,1
43,Private,10,Transport-moving,White,Male,0,0,50,1
38,Private,11,Sales,White,Male,0,0,40,1
27,Private,9,Machine-op-inspct,White,Male,0,0,40,0
41,Private,10,Tech-support,White,Male,0,0,45,1
21,Private,9,Machine-op-inspct,White,Male,0,0,40,0
46,Private,14,Exec-managerial,White,Male,0,0,55,1
62,Self-emp-not-inc,14,Exec-managerial,White,Male,0,1977,50,1
35,Private,9,Machine-op-inspct,White,Male,0,0,40,0
22,Private,10,Sales,White,Female,0,0,30,0
18,Private,9,Sales,White,Male,0,0,35,0
65,Local-gov,9,Other-service,White,Male,0,0,8,0
26,Other,13,Other,White,Male,0,0,44,0
41,Private,10,Transport-moving,White,Male,0,0,45,0
38,Private,9,Craft-repair,White,Male,0,0,40,0
19,Private,10,Sales,White,Female,0,0,15,0
38,Private,13,Prof-specialty,White,Male,0,0,50,1
36,Private,9,Prof-specialty,White,Male,0,2377,60,0
46,Private,10,Tech-support,White,Female,0,0,55,0
40,Private,13,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,1
55,Private,16,Prof-specialty,White,Male,0,0,56,1
67,Self-emp-not-inc,9,Transport-moving,White,Male,6418,0,58,1
72,Self-emp-not-inc,13,Exec-managerial,White,Male,0,0,40,0
42,Private,10,Sales,White,Male,0,1887,50,1
47,Private,9,Adm-clerical,White,Male,0,0,50,1
30,Private,12,Exec-managerial,White,Female,0,0,50,1
18,Private,8,Other-service,Other,Female,0,0,30,0
49,State-gov,11,Adm-clerical,Black,Female,0,0,44,0
46,Private,10,Prof-specialty,White,Male,0,1977,50,1
44,Federal-gov,9,Craft-repair,White,Male,0,0,40,1
39,Private,13,Transport-moving,White,Male,0,0,40,0
65,Private,9,Protective-serv,White,Male,991,0,20,0
41,Private,13,Exec-managerial,White,Male,0,0,60,1
51,Private,9,Transport-moving,White,Male,7298,0,60,1
57,Self-emp-not-inc,6,Exec-managerial,White,Male,0,0,60,1
52,Private,10,Prof-specialty,White,Male,0,0,37,1
41,Private,9,Craft-repair,White,Female,1506,0,50,0
56,Private,9,Farming-fishing,White,Male,0,0,50,1
43,Federal-gov,15,Prof-specialty,Asian-Pac-Islander,Male,0,0,50,1
21,Private,10,Other-service,White,Female,0,0,25,0
39,Self-emp-not-inc,15,Prof-specialty,White,Male,15024,0,60,1
17,Other,6,Other,White,Male,0,0,30,0
24,Local-gov,10,Adm-clerical,Black,Female,0,0,40,0
52,Self-emp-not-inc,9,Craft-repair,White,Male,0,0,40,0
40,Private,6,Craft-repair,Black,Male,0,0,40,0
35,Private,11,Craft-repair,White,Male,0,0,50,0
31,Local-gov,9,Protective-serv,White,Male,0,0,40,1
42,Private,13,Sales,Black,Male,0,0,40,1
36,Private,13,Prof-specialty,White,Male,0,0,45,1
27,Private,10,Adm-clerical,White,Female,0,0,40,0
36,Private,9,Other-service,Black,Male,0,0,40,0
55,Private,10,Other-service,White,Female,0,0,20,0
19,Federal-gov,10,Adm-clerical,White,Female,0,0,10,0
37,Self-emp-not-inc,9,Transport-moving,White,Male,0,0,45,1
21,Private,10,Adm-clerical,White,Male,0,0,40,0
31,Private,10,Craft-repair,White,Male,0,0,45,0
20,Private,9,Handlers-cleaners,White,Female,0,0,40,0
29,Local-gov,10,Other-service,White,Female,0,0,10,0
46,Private,12,Craft-repair,White,Male,0,0,40,1
57,Other,13,Other,White,Male,0,0,80,1
30,Private,9,Transport-moving,White,Male,0,0,40,0
52,Private,9,Prof-specialty,White,Female,0,323,40,0
48,Private,9,Craft-repair,White,Male,0,0,40,0
19,Private,10,Other-service,White,Female,0,0,30,0
46,Self-emp-inc,13,Exec-managerial,White,Male,15024,0,60,1
62,Private,10,Tech-support,White,Female,0,0,43,0
29,Private,9,Other-service,White,Female,3781,0,35,0
29,Private,13,Adm-clerical,White,Female,0,0,40,0
38,Private,15,Prof-specialty,White,Male,0,0,40,1
25,Private,10,Adm-clerical,White,Female,0,0,40,0
63,Self-emp-not-inc,13,Sales,White,Male,10605,0,40,1
29,Local-gov,14,Prof-specialty,White,Male,0,0,35,0
67,Other,16,Other,White,Male,20051,0,5,1
24,Local-gov,9,Machine-op-inspct,White,Female,2036,0,42,0
48,Local-gov,9,Tech-support,White,Female,0,1848,40,1
25,Private,10,Adm-clerical,White,Female,0,0,40,0
50,Private,9,Craft-repair,White,Male,0,0,40,0
55,Local-gov,9,Adm-clerical,White,Female,0,0,40,1
33,Private,9,Craft-repair,White,Male,0,0,40,0
49,Private,9,Adm-clerical,White,Male,0,0,40,1
34,Private,10,Prof-specialty,White,Female,0,0,12,1
27,Private,2,Craft-repair,White,Male,0,0,40,0
29,Private,13,Sales,White,Male,3103,0,45,1
34,Private,9,Sales,White,Male,0,0,50,0
36,Private,6,Transport-moving,White,Male,0,0,48,0
30,Private,13,Exec-managerial,White,Male,0,0,55,0
41,Self-emp-not-inc,9,Exec-managerial,White,Male,0,0,50,0
51,Local-gov,14,Prof-specialty,White,Male,15024,0,40,1
29,Private,9,Transport-moving,Black,Male,0,0,40,0
34,Private,9,Other-service,White,Male,0,0,40,0
22,Private,9,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,0
38,Private,15,Prof-specialty,White,Female,0,0,50,1
44,Private,12,Exec-managerial,White,Male,0,0,60,1
46,Private,10,Priv-house-serv,White,Female,0,0,30,0
47,Private,9,Sales,White,Male,0,0,40,0
90,Private,9,Machine-op-inspct,White,Male,0,0,40,0
19,Private,10,Other-service,White,Female,0,0,20,0
34,Private,9,Machine-op-inspct,Amer-Indian-Eskimo,Male,0,0,40,0
39,Self-emp-inc,9,Exec-managerial,White,Male,0,1977,40,1
32,Private,9,Handlers-cleaners,White,Male,0,0,40,1
25,Private,13,Exec-managerial,White,Female,0,1726,60,0
39,Private,14,Prof-specialty,White,Male,99999,0,40,1
43,Private,9,Other-service,White,Male,0,0,40,1
48,Private,13,Sales,White,Male,4386,0,50,1
25,Private,13,Exec-managerial,White,Female,0,0,30,1
36,Other,9,Other,White,Female,0,0,40,0
40,Self-emp-inc,14,Prof-specialty,Black,Male,0,0,55,0
55,Local-gov,10,Adm-clerical,Black,Female,0,0,55,1
59,Private,15,Prof-specialty,Asian-Pac-Islander,Male,99999,0,40,1
64,Private,9,Adm-clerical,White,Female,0,0,22,0
40,Self-emp-not-inc,9,Other-service,White,Female,0,0,40,0
36,State-gov,9,Adm-clerical,Black,Female,0,0,40,0
33,Private,11,Craft-repair,White,Male,0,0,60,0
23,Private,5,Other-service,Black,Female,0,0,30,0
30,Self-emp-not-inc,12,Craft-repair,White,Male,0,0,40,0
36,Private,12,Exec-managerial,Asian-Pac-Islander,Female,0,0,40,0
36,Private,9,Transport-moving,Amer-Indian-Eskimo,Male,0,0,40,0
51,Private,10,Exec-managerial,White,Male,0,0,45,1
55,State-gov,10,Adm-clerical,White,Male,0,0,40,0
44,Private,15,Prof-specialty,White,Female,2354,0,99,0
32,Private,6,Handlers-cleaners,White,Male,0,0,40,0
55,Private,13,Exec-managerial,White,Male,0,0,40,1
42,Local-gov,10,Protective-serv,White,Male,0,0,72,1
42,Private,13,Exec-managerial,White,Male,0,0,60,1
39,Federal-gov,13,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,0
57,Self-emp-inc,15,Prof-specialty,White,Male,15024,0,60,1
17,Local-gov,7,Adm-clerical,White,Female,0,0,20,0
20,Private,10,Handlers-cleaners,White,Male,0,0,20,0
35,Private,10,Sales,White,Male,5013,0,70,0
45,Private,14,Exec-managerial,White,Male,15024,0,50,1
48,Private,10,Exec-managerial,White,Male,0,1564,50,1
20,Private,9,Other-service,White,Male,0,0,40,0
36,Private,13,Sales,White,Male,0,0,60,1
43,Private,9,Craft-repair,White,Male,0,0,45,0
57,Private,10,Craft-repair,White,Male,0,0,40,1
44,Private,14,Exec-managerial,White,Male,15024,0,40,1
37,Private,13,Exec-managerial,White,Male,0,1977,50,1
28,Private,13,Craft-repair,Black,Male,0,0,60,0
55,Self-emp-not-inc,9,Craft-repair,White,Male,0,0,40,0
43,Private,13,Sales,White,Male,15024,0,50,1
46,Private,14,Exec-managerial,White,Male,0,0,70,1
34,Private,9,Other-service,White,Male,0,0,45,0
36,Other,14,Other,White,Male,0,0,50,0
52,Private,13,Prof-specialty,White,Male,0,0,38,1
23,Private,10,Other-service,White,Female,4650,0,40,0
42,Private,9,Craft-repair,Black,Male,7688,0,45,1
40,Private,9,Machine-op-inspct,White,Male,0,0,45,0
54,Private,9,Craft-repair,White,Male,0,0,40,0
33,Private,10,Other-service,Black,Female,0,0,35,0
27,Private,6,Machine-op-inspct,White,Female,0,0,40,0
38,Self-emp-not-inc,13,Exec-managerial,White,Male,0,0,60,0
42,Private,9,Farming-fishing,White,Male,0,0,50,0
50,Private,12,Exec-managerial,Black,Female,0,0,40,1
27,Private,10,Tech-support,White,Female,0,0,40,0
50,Private,10,Craft-repair,White,Male,0,0,40,1
58,Private,9,Adm-clerical,White,Female,99999,0,40,1
50,Private,9,Transport-moving,White,Male,7298,0,40,1
50,Private,11,Other-service,White,Female,0,0,20,0
58,Self-emp-not-inc,13,Exec-managerial,White,Male,0,0,40,1
57,Federal-gov,14,Sales,White,Male,15024,0,40,1
65,Private,9,Craft-repair,White,Male,0,0,55,0
21,Private,6,Handlers-cleaners,White,Male,0,0,40,0
31,State-gov,8,Other-service,White,Female,0,0,40,0
34,Private,14,Sales,White,Male,0,0,60,1
25,Private,13,Prof-specialty,White,Female,0,1876,40,0
54,State-gov,14,Exec-managerial,White,Male,0,0,50,1
28,Private,4,Other-service,White,Female,0,0,50,0
20,Private,7,Other-service,Black,Male,0,0,40,0
64,Private,9,Craft-repair,White,Male,0,0,40,0
51,Private,9,Machine-op-inspct,White,Male,0,0,40,1
33,Private,10,Craft-repair,White,Male,0,0,40,1
45,Private,10,Exec-managerial,White,Female,0,1340,50,0
42,Private,10,Craft-repair,Black,Male,0,0,40,1
40,Other,9,Other,White,Female,0,0,4,0
35,Private,13,Sales,White,Female,0,1980,65,0
19,Private,9,Other-service,White,Female,0,0,40,0
19,Local-gov,9,Exec-managerial,White,Female,0,0,35,0
22,Private,10,Transport-moving,White,Female,0,0,24,0
47,Federal-gov,9,Craft-repair,White,Male,0,0,40,0
17,Private,6,Other-service,White,Female,0,0,10,0
42,Self-emp-not-inc,9,Exec-managerial,White,Male,0,0,50,0
32,Private,11,Craft-repair,White,Male,0,0,45,0
37,Self-emp-inc,13,Sales,White,Male,0,0,50,1
19,Private,10,Other-service,White,Male,0,0,20,0
56,Self-emp-not-inc,14,Sales,White,Male,0,0,40,1
32,Private,14,Exec-managerial,White,Male,0,1977,48,1
51,Private,9,Sales,White,Male,0,0,16,0
25,Private,9,Other-service,White,Female,0,0,30,0
50,Private,13,Tech-support,White,Male,0,0,20,1
21,Private,8,Farming-fishing,White,Male,0,0,40,0
53,Private,14,Prof-specialty,Asian-Pac-Islander,Male,4386,0,40,1
48,Private,15,Tech-support,White,Male,0,1977,40,1
38,Private,13,Prof-specialty,White,Male,0,1887,40,1
47,Private,13,Sales,White,Female,0,0,40,0
65,Private,13,Adm-clerical,White,Male,10605,0,20,1
39,Private,14,Sales,White,Male,0,0,50,1
28,Self-emp-inc,14,Sales,White,Male,5178,0,40,1
26,Self-emp-inc,13,Exec-managerial,White,Male,0,0,40,0
70,Private,9,Protective-serv,White,Female,0,0,32,0
23,Private,9,Handlers-cleaners,White,Male,0,0,40,0
54,Private,14,Exec-managerial,White,Male,0,1887,44,1
25,Other,9,Other,Black,Female,0,0,40,0
81,Private,10,Sales,White,Male,0,0,15,0
36,Private,9,Adm-clerical,White,Male,0,0,40,1
35,Private,10,Sales,White,Female,0,0,30,0
56,State-gov,12,Adm-clerical,White,Female,0,0,30,0
52,Private,4,Machine-op-inspct,Black,Male,0,0,40,0
61,Private,9,Craft-repair,White,Male,0,0,40,0
46,Private,14,Tech-support,Asian-Pac-Islander,Male,0,0,40,1
23,Private,10,Other-service,White,Female,0,0,25,0
25,Private,6,Farming-fishing,Amer-Indian-Eskimo,Male,0,0,40,0
53,Federal-gov,10,Adm-clerical,White,Male,0,0,40,1
43,Private,9,Handlers-cleaners,White,Male,0,0,40,0
39,Private,11,Craft-repair,White,Male,0,0,50,1
32,Private,9,Machine-op-inspct,White,Male,0,0,50,1
28,Self-emp-inc,9,Exec-managerial,White,Male,0,0,45,1
23,Private,9,Handlers-cleaners,White,Male,0,0,72,0
20,Private,9,Craft-repair,White,Male,0,0,40,0
46,Self-emp-not-inc,13,Farming-fishing,White,Male,0,0,60,0
33,Private,12,Protective-serv,White,Male,0,0,40,0
28,Private,10,Adm-clerical,White,Female,0,0,40,0
32,Private,9,Other-service,Black,Female,0,0,40,0
55,Other,5,Other,White,Female,0,0,45,0
29,Private,5,Sales,White,Female,0,0,48,0
55,Federal-gov,14,Exec-managerial,White,Male,0,0,40,1
29,Private,13,Prof-specialty,White,Male,0,0,40,0
26,Private,13,Exec-managerial,White,Male,0,0,55,0
60,Private,14,Prof-specialty,Black,Male,0,0,40,0
48,Private,12,Machine-op-inspct,White,Male,0,0,50,0
31,Private,9,Adm-clerical,White,Male,2174,0,40,0
63,Private,13,Other-service,Black,Female,0,0,20,0
54,Local-gov,10,Exec-managerial,White,Male,0,0,40,0
48,Private,14,Prof-specialty,White,Male,0,0,40,1
55,Private,14,Exec-managerial,White,Male,0,0,62,1
37,Private,13,Prof-specialty,White,Male,0,0,55,1
35,Private,9,Transport-moving,White,Male,0,0,40,0
44,Private,9,Transport-moving,White,Male,0,0,40,0
46,Private,11,Craft-repair,Black,Male,0,0,40,1
43,Federal-gov,9,Adm-clerical,White,Male,0,0,40,0
50,Local-gov,10,Protective-serv,White,Male,7298,0,40,1
42,Private,9,Craft-repair,White,Male,5178,0,40,1
26,Private,7,Craft-repair,White,Male,0,0,40,0
28,Private,13,Exec-managerial,White,Female,0,0,45,0
37,Private,13,Prof-specialty,White,Male,0,0,30,0
23,Private,10,Prof-specialty,White,Male,0,0,20,0
22,Private,10,Sales,White,Male,0,0,20,0
41,Private,10,Prof-specialty,White,Male,0,0,52,0
44,Self-emp-not-inc,10,Other-service,White,Female,0,0,50,0
50,Private,9,Craft-repair,White,Male,0,0,40,1
45,Private,14,Exec-managerial,White,Female,0,2824,50,1
27,Other,13,Other,Black,Female,0,0,35,1
37,Private,2,Farming-fishing,White,Male,0,0,77,0
62,Private,6,Sales,White,Female,0,0,35,0
29,Private,9,Adm-clerical,White,Male,0,0,48,1
50,Federal-gov,12,Craft-repair,White,Male,0,0,40,1
42,Private,10,Adm-clerical,White,Female,0,0,40,0
35,Private,15,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,1
32,Federal-gov,9,Exec-managerial,White,Female,0,1380,40,0
29,Private,12,Sales,White,Female,0,0,32,0
53,State-gov,14,Adm-clerical,White,Female,0,0,40,0
43,Private,10,Transport-moving,White,Male,0,0,40,1
40,Private,14,Exec-managerial,White,Male,0,0,40,1
52,Local-gov,10,Transport-moving,Black,Male,0,0,40,0
64,Private,10,Exec-managerial,White,Male,15024,0,50,1
44,Self-emp-not-inc,10,Machine-op-inspct,White,Male,0,0,40,0
25,Private,9,Adm-clerical,White,Female,0,0,50,1
28,Private,13,Adm-clerical,White,Male,0,1887,40,1
22,Private,10,Other-service,Black,Male,0,0,40,0
26,Self-emp-inc,9,Exec-managerial,White,Male,0,0,78,1
53,Private,9,Craft-repair,White,Male,0,0,40,0
37,Private,10,Craft-repair,White,Male,0,0,40,0
20,Private,10,Sales,White,Male,1055,0,20,0
52,Private,9,Sales,Black,Male,0,2377,40,0
51,Private,9,Craft-repair,White,Male,0,0,54,0
41,Private,10,Exec-managerial,White,Male,0,1902,40,1
